run_id,metric_id,stat,instance_id,value
202606251843,throughput,effective,,1
202606251843,error_rate,avg,,0
202606251843,latency,avg,,37.836666666666666
202606251927,throughput,effective,,299.9998333352778
202606251927,error_rate,avg,,5.6103734324935435e-12
202606251927,latency,avg,,28.46971111111111
202606252009,throughput,effective,,599.8846670511099
202606252009,error_rate,avg,,2.805182780090839e-12
202606252009,latency,avg,,30.090378433644226
202606252041,throughput,effective,,898.8028254719262
202606252041,error_rate,avg,,2.8051797103788845e-11
202606252041,latency,avg,,46.40827796512081
202606252118,throughput,effective,,1195.1216666666667
202606252118,error_rate,avg,,8.696046437128314e-11
202606252118,latency,avg,,43.82154880746177
202606252201,throughput,effective,,1476.1642858452374
202606252201,error_rate,avg,,8.976550876352318e-11
202606252201,latency,avg,,51.34806717166984
202606252242,throughput,effective,,1743.7901742709519
202606252242,error_rate,avg,,7.086740992375103e-11
202606252242,latency,avg,,57.55815780143091
202606252329,throughput,effective,,2030.8019180279318
202606252329,error_rate,avg,,5.890844187938908e-11
202606252329,latency,avg,,55.3282206528151
202606260007,throughput,effective,,2293.9047053446016
202606260007,error_rate,avg,,1.0940125117508279e-10
202606260007,latency,avg,,56.66534112272215
202606260104,throughput,effective,,2552.0273835025205
202606260104,error_rate,avg,,4.327953349312876e-10
202606260104,latency,avg,,54.208368726133216
202606261826,throughput,effective,,2781.553260479965
202606261826,error_rate,avg,,2.075741831385344e-10
202606261826,latency,avg,,56.96592421836743
202606070759,throughput,effective,,0.9999983333361111
202606070759,error_rate,avg,,0
202606070759,latency,avg,,26.435
202606070824,throughput,effective,,300.0001666658333
202606070824,error_rate,avg,,0
202606070824,latency,avg,,22.009438836450908
202606070849,throughput,effective,,600.0010000016666
202606070849,error_rate,avg,,1.4038455907093258e-11
202606070849,latency,avg,,26.655872998236088
202606070914,throughput,effective,,899.9990000066666
202606070914,error_rate,avg,,2.807688721046894e-11
202606070914,latency,avg,,35.243547601542986
202606070939,throughput,effective,,1199.9003373198404
202606070939,error_rate,avg,,4.211529622725276e-11
202606070939,latency,avg,,42.68196023634843
202606071005,throughput,effective,,1496.9372013958573
202606071005,error_rate,avg,,6.176904723928777e-11
202606071005,latency,avg,,53.84979194436138
202606071030,throughput,effective,,1794.7743242721242
202606071030,error_rate,avg,,1.3890635318502355e-10
202606071030,latency,avg,,61.261687756447756
202606071055,throughput,effective,,2097.086569274427
202606071055,error_rate,avg,,9.265341368795151e-11
202606071055,latency,avg,,64.09578014621405
202606071120,throughput,effective,,2375.127190304766
202606071120,error_rate,avg,,7.181741775304826e-10
202606071120,latency,avg,,65.84255781585215
202606071146,throughput,effective,,2650.668475037156
202606071146,error_rate,avg,,6.036500000534008e-10
202606071146,latency,avg,,74.79910438678219
202606071211,throughput,effective,,2944.0462936419576
202606071211,error_rate,avg,,1.4656048300554196e-9
202606071211,latency,avg,,78.56489234348155
202605202252,throughput,effective,,1
202605202252,error_rate,avg,,0
202605202252,latency,avg,,40.88833333333334
202605210109,throughput,effective,,300.0003335189922
202605210109,error_rate,avg,,2.810058028579972e-12
202605210109,latency,avg,,62.38181979888715
202605202315,throughput,effective,,594.6594028375208
202605202315,error_rate,avg,,2.070577110365732e-11
202605202315,latency,avg,,81.39637135403616
202605210132,throughput,effective,,871.7239747134597
202605210132,error_rate,avg,,1.601731860613027e-10
202605210132,latency,avg,,112.4711174423496
202605202337,throughput,effective,,1156.146362112238
202605202337,error_rate,avg,,4.777113528330033e-11
202605202337,latency,avg,,112.008331843788
202605210155,throughput,effective,,1461.680537073708
202605210155,error_rate,avg,,3.09105903613326e-11
202605210155,latency,avg,,117.1067409265085
202605210000,throughput,effective,,1718.16064218845
202605210000,error_rate,avg,,1.405032279687679e-11
202605210000,latency,avg,,124.4689154120633
202605210218,throughput,effective,,2057.161355656454
202605210218,error_rate,avg,,2.444744797407183e-10
202605210218,latency,avg,,124.0505199443133
202605210023,throughput,effective,,2334.835440579996
202605210023,error_rate,avg,,1.792819800768417e-9
202605210023,latency,avg,,127.1002859800897
202605210241,throughput,effective,,2613.712430383379
202605210241,error_rate,avg,,1.41345482305302e-9
202605210241,latency,avg,,140.0542050118899
202605210046,throughput,effective,,2843.657792563327
202605210046,error_rate,avg,,2.753859010171426e-10
202605210046,latency,avg,,137.4859591283955
202605201840,throughput,effective,,1
202605201840,error_rate,avg,,0
202605201840,latency,avg,,40.39666666666667
202605202057,throughput,effective,,300.00033333
202605202057,error_rate,avg,,8.430245777005437e-12
202605202057,latency,avg,,46.91863843688021
202605201903,throughput,effective,,594.193889234246
202605201903,error_rate,avg,,1.967064914552811e-11
202605201903,latency,avg,,88.73839275446466
202605202120,throughput,effective,,879.2838303678983
202605202120,error_rate,avg,,2.529071790955725e-11
202605202120,latency,avg,,103.7442655443777
202605201926,throughput,effective,,1177.739848634967
202605201926,error_rate,avg,,2.529081567745102e-11
202605201926,latency,avg,,107.2622849992577
202605202143,throughput,effective,,1478.687506796076
202605202143,error_rate,avg,,7.217462488961516e-10
202605202143,latency,avg,,110.3880850942664
202605201949,throughput,effective,,1787.397399166853
202605201949,error_rate,avg,,4.496141553703814e-11
202605201949,latency,avg,,108.0582802452687
202605202206,throughput,effective,,2048.038920267411
202605202206,error_rate,avg,,6.862500026366728e-10
202605202206,latency,avg,,127.669718216469
202605202011,throughput,effective,,2339.226094608203
202605202011,error_rate,avg,,1.25784815055162e-10
202605202011,latency,avg,,138.4471659818686
